temperature,voltage,current,substation_id_SS001,substation_id_SS002,substation_id_SS003,substation_id_SS004,substation_id_SS005,substation_id_SS006,substation_id_SS007,substation_id_SS008,substation_id_SS009,substation_id_SS010,status_DEGRADED,status_FAULT,status_OK,cluster,distance_to_center,pca1,pca2
17.99230020250579,239.27050885399711,11.961060897847995,False,False,False,False,False,True,False,False,False,False,False,False,True,3,1.3186188418244078,0.6916570130701186,-1.6711577909454165
20.788768015762678,219.97596900855999,5.346667552330269,False,False,False,False,False,False,True,False,False,False,False,False,True,2,1.2241779857122903,-1.4084609855131367,0.34041320232348193
30.854008848587938,240.30004028684652,12.466625838927127,False,False,False,False,False,False,True,False,False,False,False,False,True,4,1.1604336482971183,1.84835075148457,-0.14168036268755402
26.187305468247658,233.51002900962598,7.228970988194797,False,False,False,False,True,False,False,False,False,False,True,False,False,4,0.5308552311933662,0.7484542391078569,-0.15413956211147548
21.390009158583233,219.03131368834428,11.191879123136385,False,False,False,False,False,False,False,False,False,True,False,False,True,2,0.6973523698450411,-1.675278933183544,0.5178366811952531
23.62705312885372,227.86705568612484,6.205134279553228,False,True,False,False,False,False,False,False,False,False,False,False,True,1,0.3611456962417984,-0.16801399211329657,0.012360923342051255
20.399848575969013,227.58917253429058,10.452795777427992,False,False,False,False,False,False,True,False,False,False,False,False,True,5,0.6674204833633168,-0.6036760554482569,-0.3551376760002558
18.130492200845175,239.20155208750842,6.160637761029147,False,False,False,False,False,False,True,False,False,False,False,False,True,4,1.4690994204405534,0.8831385886166655,-1.6670817993945934
23.894050588249833,229.73002714770726,12.487497510002582,False,False,False,False,False,False,False,False,True,False,False,False,True,3,0.5128982159727279,-0.1062166379831684,-0.09553601151558441
24.059408706392244,232.9022535459375,4.2914400929978065,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0.5267033640179547,0.5926560229592786,-0.37855391153778795
22.439466801252962,233.073833732763,13.816233224906883,False,False,False,False,False,False,False,False,True,False,True,False,False,3,0.25726410550760487,0.17353530890989452,-0.5655245662347264
25.187510882279497,229.73985842048862,6.604260681096065,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0.23683413141738044,0.19154610841682718,0.04668727678255647
25.3628905021305,234.5933105517545,7.302153631227442,False,False,False,False,False,True,False,False,False,False,False,False,True,4,0.4436065473754448,0.8222602292628701,-0.3520069218230212
24.91868815400989,232.1223990305747,7.03426133250104,False,False,False,True,False,False,False,False,False,False,False,False,True,1,0.4272272298662851,0.4696750250131299,-0.19337467728900337
