timestamp,substation_id,temperature,voltage,current,status
2024-01-01 00:00:00,SS006,17.99230020250579,239.27050885399711,11.961060897847995,OK
2024-01-01 01:00:00,SS007,20.788768015762678,219.97596900855999,5.346667552330269,OK
2024-01-01 02:00:00,SS007,30.854008848587938,240.30004028684652,12.466625838927127,OK
2024-01-01 03:00:00,SS005,26.187305468247658,233.51002900962598,7.228970988194797,DEGRADED
2024-01-01 04:00:00,SS010,21.390009158583233,219.03131368834428,11.191879123136385,OK
2024-01-01 05:00:00,SS002,23.62705312885372,227.86705568612484,6.205134279553228,OK
2024-01-01 06:00:00,SS007,20.399848575969013,227.58917253429058,10.452795777427992,OK
2024-01-01 07:00:00,SS007,18.130492200845175,239.20155208750842,6.160637761029147,OK
2024-01-01 08:00:00,SS009,23.894050588249833,229.73002714770726,12.487497510002582,OK
2024-01-01 09:00:00,SS006,24.059408706392244,232.9022535459375,4.2914400929978065,OK
2024-01-01 10:00:00,SS009,22.439466801252962,233.073833732763,13.816233224906883,DEGRADED
2024-01-01 11:00:00,SS010,25.187510882279497,229.73985842048862,6.604260681096065,OK
2024-01-01 12:00:00,SS006,25.3628905021305,234.5933105517545,7.302153631227442,OK
2024-01-01 13:00:00,SS004,24.91868815400989,232.1223990305747,7.03426133250104,OK
2024-01-01 14:00:00,SS003,19.5580988352852,226.42380091353868,15.462810627827448,OK
2024-01-01 15:00:00,SS010,19.667240209796184,230.34096594006388,4.578529823386129,OK
2024-01-01 16:00:00,SS008,23.688276885565106,224.81402525315448,10.807945250271768,OK
2024-01-01 17:00:00,SS007,34.12501653300947,226.85170320993365,12.190308878892626,OK
2024-01-01 18:00:00,SS003,30.047666740559503,231.13145851577744,8.134058682054702,FAULT
2024-01-01 19:00:00,SS010,24.9737807871344,226.66800746101916,6.697683202242136,OK
2024-01-01 20:00:00,SS009,21.611836921107773,236.0127570873235,14.72036142571786,OK
2024-01-01 21:00:00,SS002,11.612930656032319,230.54698608048506,8.680431525221833,OK
2024-01-01 22:00:00,SS005,16.034094072630495,227.72872117780503,7.289553442465831,OK
2024-01-01 23:00:00,SS001,26.28554491564752,222.65179860660453,13.948893706224538,OK
2024-01-02 00:00:00,SS001,30.666532512703718,232.2815571905931,10.531335533179151,OK
2024-01-02 01:00:00,SS009,25.413285527886792,227.49264920731315,12.7423683870745,OK
2024-01-02 02:00:00,SS003,29.948831931915176,225.4390189665965,8.860243615964373,DEGRADED
2024-01-02 03:00:00,SS007,17.043926266798472,217.37152564896556,17.7677087662709,OK
2024-01-02 04:00:00,SS008,24.453257446960382,225.6322280049543,15.27913228499666,OK
2024-01-02 05:00:00,SS010,24.694302675046455,223.23461384719678,0.12001771960048124,OK
2024-01-02 06:00:00,SS002,27.10067794482147,222.56990527544448,8.978881952796225,OK
2024-01-02 07:00:00,SS003,16.415067278332685,225.25313473770146,7.654871582678597,OK
2024-01-02 08:00:00,SS009,21.347320000017703,228.0964862384548,6.021177955687579,OK
2024-01-02 09:00:00,SS010,28.75227225902559,230.5013686277592,5.320116909938019,OK
2024-01-02 10:00:00,SS009,21.68549159736412,220.6476561010542,8.016756236375148,DEGRADED
2024-01-02 11:00:00,SS002,36.736506053103746,227.7210794961649,14.3366956208659,OK
2024-01-02 12:00:00,SS009,28.087129621824293,239.77942495048117,4.32689164782669,DEGRADED
2024-01-02 13:00:00,SS003,17.334500716499505,231.3828551175731,12.743072988283206,OK
2024-01-02 14:00:00,SS004,34.95656001872747,230.3345532925343,5.400218328225531,OK
2024-01-02 15:00:00,SS006,17.966221207984454,229.03218676059902,9.06464693243422,DEGRADED
2024-01-02 16:00:00,SS010,22.620731908787768,226.63664737443148,10.66325259682925,OK
2024-01-02 17:00:00,SS004,34.71959232711022,232.42737186985752,5.625833662732569,OK
2024-01-02 18:00:00,SS003,31.83162939511395,222.86891807465616,9.667983262542055,OK
2024-01-02 19:00:00,SS010,28.244177286383984,225.050377669883,6.519222548014865,OK
2024-01-02 20:00:00,SS001,32.84511546816832,228.38804953890656,12.856333076187402,OK
2024-01-02 21:00:00,SS009,22.25834443624939,234.23322791818936,12.245828362608876,OK
2024-01-02 22:00:00,SS005,28.855550231616697,232.35550695773034,11.461439337287636,FAULT
2024-01-02 23:00:00,SS001,19.372160351187752,233.26576022240616,6.185235761507263,OK
2024-01-03 00:00:00,SS010,21.35476956457049,229.1946815174232,5.510917393808155,OK
2024-01-03 01:00:00,SS010,16.918337507282985,237.45154669120927,13.110084298049536,OK
2024-01-03 02:00:00,SS007,23.997924593429673,232.39793475577662,7.71561780294299,OK
2024-01-03 03:00:00,SS006,22.78490028967391,226.4812796586271,7.6410254644711815,OK
2024-01-03 04:00:00,SS001,25.658783961754814,232.73598368256802,6.6192478711063245,OK
2024-01-03 05:00:00,SS006,33.85835766763362,227.66939172172047,8.526054664258758,OK
2024-01-03 06:00:00,SS004,31.647770132016444,227.9793333718979,14.040681805150811,OK
2024-01-03 07:00:00,SS008,14.99169289556896,227.27586851326717,10.110594352461662,OK
2024-01-03 08:00:00,SS008,27.64217031626658,231.8225901311385,15.68774642928835,OK
2024-01-03 09:00:00,SS003,25.286198109826003,227.88580880386348,13.454544404390262,OK
2024-01-03 10:00:00,SS008,16.44427607922412,235.14399800868492,11.20011225927713,OK
2024-01-03 11:00:00,SS007,27.98786320605292,237.56522083032866,7.5907520755785916,OK
2024-01-03 12:00:00,SS005,27.933004238314417,234.16396115596547,8.257573211418404,OK
2024-01-03 13:00:00,SS005,31.743695745083926,225.13520734395473,6.819822677973326,OK
2024-01-03 14:00:00,SS008,14.747719257537044,225.17002486587037,9.66960950015843,OK
2024-01-03 15:00:00,SS007,26.311718150096087,237.0359246525967,6.728028807190401,DEGRADED
2024-01-03 16:00:00,SS005,31.011223055598265,222.38080353834323,11.461054371293606,OK
2024-01-03 17:00:00,SS010,31.002272338128414,225.8693075498641,7.293774837373281,OK
2024-01-03 18:00:00,SS006,13.493092085259889,230.37446004702173,13.785932705605234,OK
2024-01-03 19:00:00,SS006,27.624306781728677,228.01401908526165,12.641648387993921,OK
2024-01-03 20:00:00,SS001,30.0491158288052,229.21133105889788,6.346070843426097,OK
2024-01-03 21:00:00,SS002,15.594573386141118,232.0180084373738,6.926485969760814,OK
2024-01-03 22:00:00,SS004,29.664830944320663,229.88241701414606,4.87553858487249,DEGRADED
2024-01-03 23:00:00,SS008,14.032640300111442,228.06477737822868,6.0649379483671,OK
2024-01-04 00:00:00,SS005,18.972365605146233,228.84893733112304,12.3006951043779,OK
2024-01-04 01:00:00,SS009,19.62584644202332,220.82890136069932,10.171840543994284,OK
2024-01-04 02:00:00,SS001,24.51699374010964,229.18591441280844,12.487336781008018,OK
2024-01-04 03:00:00,SS010,27.999722609616043,231.11800030499006,4.3407701099689895,OK
2024-01-04 04:00:00,SS005,32.41324899595978,235.01459953840563,4.801391302036933,OK
2024-01-04 05:00:00,SS007,28.90558771258886,236.9531784174334,8.445688131925795,OK
2024-01-04 06:00:00,SS005,21.603202582003497,224.7684875344707,8.345667217076105,OK
2024-01-04 07:00:00,SS006,21.933539933647147,231.0042670421115,5.703448925261996,OK
2024-01-04 08:00:00,SS009,28.559644916455255,236.57511616382,8.476978529289855,OK
2024-01-04 09:00:00,SS002,32.991179854701855,229.91209366636008,12.149105852372374,FAULT
2024-01-04 10:00:00,SS010,22.572116035976816,230.89930426654215,9.123794647789758,OK
2024-01-04 11:00:00,SS009,24.15501356103402,228.68732269116737,12.269123053992693,OK
2024-01-04 12:00:00,SS010,25.895616177034228,236.98418343852,11.007481264526241,OK
2024-01-04 13:00:00,SS006,26.02446442227451,214.68411717544217,4.482720091017693,OK
2024-01-04 14:00:00,SS002,35.01040856609403,227.02097463749703,13.872863205653873,OK
2024-01-04 15:00:00,SS008,23.574535649044755,234.2761798696294,12.388670330308756,OK
2024-01-04 16:00:00,SS002,19.140983535454087,232.46242810721057,11.350723089349657,OK
2024-01-04 17:00:00,SS001,24.35341696420229,232.73358429414156,13.258955246409702,OK
2024-01-04 18:00:00,SS005,21.527654113476792,218.6880663856138,13.606783468747278,OK
2024-01-04 19:00:00,SS008,17.2113776259512,226.8786558483212,5.986113003360842,OK
2024-01-04 20:00:00,SS001,22.955530726220683,229.88710747671982,9.799553221870529,OK
2024-01-04 21:00:00,SS004,26.40720408651198,236.15498963080546,14.066360706292489,OK
2024-01-04 22:00:00,SS004,25.54520269413854,234.49280054986696,11.178792983784797,DEGRADED
2024-01-04 23:00:00,SS001,25.843443033373088,221.75384321313956,14.20319303790641,OK
2024-01-05 00:00:00,SS009,25.294062869003525,225.57419536755484,11.13796958194939,FAULT
2024-01-05 01:00:00,SS007,24.563890534971115,231.93045252836848,13.902635558555088,OK
2024-01-05 02:00:00,SS004,20.96242884248573,225.70632654442397,9.743518261747582,DEGRADED
