timestamp,substation_id,temperature,voltage,current,status,cluster,pca_1,pca_2
2024-01-01 00:00:00,SS006,17.99230020250579,239.27050885399711,11.961060897847997,OK,3,0.6916570130700711,-1.671157790945428
2024-01-01 01:00:00,SS007,20.78876801576268,219.97596900856,5.346667552330269,OK,2,-1.4084609855131172,0.3404132023235087
2024-01-01 02:00:00,SS007,30.854008848587934,240.30004028684647,12.466625838927127,OK,4,1.8483507514845507,-0.14168036268758835
2024-01-01 03:00:00,SS005,26.187305468247654,233.510029009626,7.228970988194797,DEGRADED,4,0.7484542391078549,-0.15413956211149543
2024-01-01 04:00:00,SS010,21.390009158583236,219.03131368834428,11.191879123136385,OK,2,-1.6752789331835263,0.5178366811952906
2024-01-01 05:00:00,SS002,23.62705312885372,227.86705568612484,6.205134279553228,OK,1,-0.16801399211329415,0.012360923342053649
2024-01-01 06:00:00,SS007,20.399848575969013,227.58917253429055,10.452795777427992,OK,5,-0.6036760554482687,-0.355137676000239
2024-01-01 07:00:00,SS007,18.130492200845172,239.2015520875084,6.160637761029147,OK,4,0.8831385886166166,-1.66708179939461
2024-01-01 08:00:00,SS009,23.894050588249836,229.7300271477073,12.487497510002582,OK,3,-0.10621663798316851,-0.0955360115155825
2024-01-01 09:00:00,SS006,24.059408706392244,232.9022535459375,4.291440092997807,OK,1,0.5926560229592693,-0.37855391153780255
2024-01-01 10:00:00,SS009,22.43946680125296,233.073833732763,13.816233224906885,DEGRADED,3,0.17353530890987606,-0.5655245662347277
2024-01-01 11:00:00,SS010,25.187510882279497,229.73985842048864,6.604260681096065,OK,1,0.1915461084168328,0.04668727678254866
2024-01-01 12:00:00,SS006,25.3628905021305,234.5933105517545,7.302153631227442,OK,4,0.8222602292628591,-0.35200692182303944
2024-01-01 13:00:00,SS004,24.91868815400989,232.1223990305747,7.03426133250104,OK,1,0.4696750250131244,-0.1933746772890143
2024-01-01 14:00:00,SS003,19.5580988352852,226.42380091353868,15.462810627827448,OK,2,-0.988704563875689,-0.34273156886601
2024-01-01 15:00:00,SS010,19.667240209796184,230.34096594006388,4.578529823386129,OK,1,-0.10844864327788316,-0.7067070298662934
2024-01-01 16:00:00,SS008,23.688276885565102,224.81402525315448,10.807945250271768,OK,2,-0.7155657120411412,0.30151938685746693
2024-01-01 17:00:00,SS007,34.12501653300947,226.85170320993365,12.190308878892626,OK,0,0.3496735957191523,1.4410630363601529
2024-01-01 18:00:00,SS003,30.047666740559503,231.13145851577744,8.134058682054702,FAULT,0,0.7169869092175032,0.541707680672025
2024-01-01 19:00:00,SS010,24.9737807871344,226.6680074610192,6.697683202242136,OK,1,-0.23340852045196808,0.28789149799889285
2024-01-01 20:00:00,SS009,21.611836921107773,236.0127570873235,14.72036142571786,OK,3,0.46439463896246025,-0.9227852661446082
2024-01-01 21:00:00,SS002,11.61293065603232,230.54698608048503,8.680431525221833,OK,5,-0.8650177776089755,-1.723948066615877
2024-01-01 22:00:00,SS005,16.034094072630495,227.72872117780503,7.289553442465831,OK,5,-0.8341894717829672,-0.9268893202854475
2024-01-01 23:00:00,SS001,26.28554491564752,222.65179860660453,13.948893706224538,OK,2,-0.8934436597968384,0.8271015770261643
2024-01-02 00:00:00,SS001,30.66653251270372,232.2815571905931,10.531335533179153,OK,0,0.8401322977865353,0.5272673059501903
2024-01-02 01:00:00,SS009,25.413285527886792,227.49264920731315,12.7423683870745,OK,2,-0.28671458378846737,0.2914093143214472
2024-01-02 02:00:00,SS003,29.948831931915176,225.4390189665965,8.860243615964373,DEGRADED,0,-0.06457820145761642,1.0279047816925606
2024-01-02 03:00:00,SS007,17.043926266798472,217.3715256489656,17.7677087662709,OK,2,-2.459272742766985,0.1378364560732322
2024-01-02 04:00:00,SS008,24.453257446960382,225.6322280049543,15.27913228499666,OK,2,-0.6920794229818723,0.3412920760555741
2024-01-02 05:00:00,SS010,24.69430267504645,223.2346138471968,0.1200177196004812,OK,1,-0.4934446190307297,0.5301289046672116
2024-01-02 06:00:00,SS002,27.10067794482147,222.56990527544448,8.978881952796225,OK,2,-0.6761737084264715,0.9202051004361794
2024-01-02 07:00:00,SS003,16.415067278332685,225.25313473770143,7.654871582678597,OK,5,-1.1414998422469074,-0.6619638139824878
2024-01-02 08:00:00,SS009,21.347320000017703,228.0964862384548,6.021177955687579,OK,1,-0.31569418746521644,-0.2949590616413399
2024-01-02 09:00:00,SS010,28.75227225902559,230.5013686277592,5.320116909938019,OK,1,0.6213729639650777,0.4243487022654699
2024-01-02 10:00:00,SS009,21.68549159736412,220.6476561010542,8.016756236375148,DEGRADED,2,-1.3348313300997996,0.4035287634326837
